"Denver_Building_Id","Compliance_Status","Property_Name","Street","Zipcode","Year_Built","Address_Source","Address_Type","Master_Property_Type","Primary_Property_Type___EPA_Calculated","Assessor_Sector","Government_Type","Master_Sq_Ft","Reported_for_Year","ENERGY_STAR_Score","Site_Energy_Use__kBtu_","Site_EUI__kBtu_sq_ft_","Weather_Normalized_Site_Energy_Use","Weather_Normalized_Site_EUI__kBtu_sq_ft_","Electricity_use_Grid_Purchase_and_Onsite","Electricity_Use___Grid_Purchase__kWh_","Electricity_Use_Onsite_Renewable__kWh_","Green_Power___Offsite__kWh_","Green_Power___Onsite__kWh_","Natural_Gas_Use__kBtu_","District_Steam_Use__kBtu_","District_Chilled_Water_use__kBtu_","Total_GHG_Emissions__Metric_Tons_C02e_","ENERGY_STAR_Certification_Year_s__Cert","Recent_Energy_Star_Certification"
1612,In Compliance,Whole Fresh Foods,4707 Lima Street,80239,1966,Portfolio Manager,Building,Refrigerated Warehouse,Refrigerated Warehouse,Commercial,,29975,2020-12-31,54,1944248,64.9,1983769,66.2,277440,277440,0,0,0,997623,0,0,214.3,0,0
5191,In Compliance,Briarwood Health Care,1440 Vine St.,80206,1961,Portfolio Manager,Building,RESIDENTIAL CARE FACILITY,RESIDENTIAL CARE FACILITY,Institutional,,37500,2020-12-31,0,2412183,64.3,2368107,63.1,615734,615734,0,0,0,311300,0,0,374.6,0,0
2156,In Compliance,Blue Moon Brewing Company ID2156,3750 Chestnut Place,80216,2015,Portfolio Manager,Building,Other - Restaurant/Bar,Other - Restaurant/Bar,Commercial,,27000,2020-12-31,0,7042068,260.8,7124738,263.9,614697,614697,0,0,0,4944722,0,0,620.1,0,0
4598,In Compliance,"Welshire Plaza, LLC",2318 S Colorado Blvd,80222,1969,Portfolio Manager,Building,Other - Mall,Other - Mall,Commercial,,38860,2020-12-31,0,3798111,97.7,3925361,101,629978,629978,0,0,0,1648625,0,0,453.9,0,0
5021,In Compliance,AutoNation Chrysler Dodge Jeep Ram Southwest,7980 W Tufts Avenue,80123,1982,Portfolio Manager,Building,AUTOMOBILE DEALERSHIP,AUTOMOBILE DEALERSHIP,Commercial,,33698,2020-12-31,0,4205030,124.8,4438591,131.7,672928,672928,0,0,0,1909000,0,0,492.7,0,0
1457,In Compliance,NORTH HOLLY COMBINED MAT LABS & RESIDENCIES,4670 HOLLY STREET,80216,2000,Portfolio Manager,Building,LABORATORY,LABORATORY,Institutional,State,74250,2020-12-31,0,4772266,64.3,4799093,64.6,902598,902598,0,0,0,1692601,0,0,614.7,0,0
3777,In Compliance,Centura Training Center,711 E. Yale Ave.,80210,1949,Portfolio Manager,Building,ADULT EDUCATION,ADULT EDUCATION,Institutional,,57053,2020-12-31,0,4629732,81.1,5108792,89.5,205045,205045,0,0,0,3930118,0,0,328,0,0
4373,In Compliance,Bowlero Cherry Creek,6767 Leetsdale Dr,80224,1959,Portfolio Manager,Building,Bowling Alley,Bowling Alley,Commercial,,45000,2020-12-31,0,2324005,51.6,2430048,54,351572,351572,0,0,0,1124443,0,0,264.1,0,0
1763,In Compliance,Sam's Club #4777,7805 East 35th Avenue,80208,2002,Portfolio Manager,Building,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Commercial,,129779,2020-12-31,20,16615610,128,17268173,133.1,2572277,2572277,0,0,0,7839000,0,0,1912,0,0
2860,In Compliance,National Jewish Health,1400 Jackson St,80206,1955,Portfolio Manager,Building,Other - Specialty Hospital,Other - Specialty Hospital,Commercial,,613110,2020-12-31,0,173513794,283,176467442,287.8,19126480,19126481,0,0,0,108254232,0,0,16871.1,0,0
3532,In Compliance,Quest Diagnostics Denver,695 South Broadway,80209,1987,Portfolio Manager,Building,LABORATORY,LABORATORY,Commercial,,97210,2020-12-31,0,8907479,91.6,8909553,91.7,2314926,2314926,0,0,0,1008952,0,0,1399.6,0,0
4228,In Compliance,Windsor Gardens Community Center,595 S. Clinton St.,80247,1988,Portfolio Manager,Building,Other - Recreation,Other - Recreation,Commercial,,53088,2020-12-31,0,2169273,40.9,2174343,41,582261,582261,0,0,0,182597,0,0,348.3,0,0
3080,In Compliance,1080 Cherokee Street,1080 Cherokee Street,80204,1955,Portfolio Manager,Building,Financial Office,Financial Office,Commercial,,25500,2020-12-31,76,1643796,64.5,1653322,64.8,398077,398077,0,0,0,285556,0,0,246.6,0,0
6099,In Compliance,231050,1025 E 12TH AVE,802180000,1980,Portfolio Manager,Building,Other - Technology/Science,Other - Technology/Science,,,48289,2020-12-31,0,8420440,174.4,8366021,173.2,2402206,2402206,0,0,0,224114,0,0,1408.7,0,0
3420,In Compliance,Denver Country Club Clubhouse,1700 East First Aveune,80218,1905,Portfolio Manager,Building,CONVENTION CENTER,CONVENTION CENTER,Commercial,,85000,2020-12-31,0,7118393,83.7,7146458,84.1,1924502,1924502,0,0,0,551992,0,0,1148.3,0,0
5877,In Compliance,Westwood Crossing LLC,3390 W Alameda Ave,80219,2017,Portfolio Manager,Building,Commercial/Residential Mixed-use,,Commercial/Residential Mixed-use,,132205,2020-12-31,100,4148819,31.4,4168165,31.5,222983,222983,0,0,0,3388000,0,0,309.6,0,0
4885,In Compliance,Micro Center Shopping Plaza,8000 E. Quincy Ave.,80237,1974,Portfolio Manager,Building,Other - Mall,Other - Mall,Commercial,,98064,2020-12-31,0,6844766,69.8,6859124,69.9,1488035,1488035,0,0,0,1767590,0,0,959.1,0,0
2353,In Compliance,Sloan's Lake Medical Center,1601 Lowell Blvd.,80204,1962,Portfolio Manager,Building,Other - Specialty Hospital,Other - Specialty Hospital,Commercial/Residential Mixed-use,,162189,2020-12-31,0,12752220,78.6,12649596,78,3450377,3450377,0,0,0,979532,0,0,2058.3,0,0
4102,In Compliance,Laboratory Services Building,8100 Lowry Boulevard,80230-6928,2000,Portfolio Manager,Building,LABORATORY,LABORATORY,Institutional,State,87469,2020-12-31,0,14547953,166.3,14837120,169.6,2156132,2156132,0,0,0,7191231,0,0,1635.7,0,0
4459,In Compliance,Vectra Bank Colorado,1650 S Colorado Blvd,80222,1980,Portfolio Manager,Building,Financial Office,Financial Office,Commercial,,31320,2020-12-31,65,1868922,59.7,1874358,59.8,535323,535323,0,0,0,42400,0,0,313.5,0,0
2517,In Compliance,Campus Village,318 Walnut Street,80204,2006,Portfolio Manager,Building,Residence Hall/Dormitory,Residence Hall/Dormitory,Commercial/Residential Mixed-use,,252092,2020-12-31,88,9667340,38.3,9667340,38.3,2173331,1906370,266961,0,266961,2251936,0,0,1228.1,0,0
4039,In Compliance,Wings Over the Rockies Air & Space Museum,7711 E. Academy Blvd.,80230,1939,Portfolio Manager,Building,MUSEUM,MUSEUM,Commercial,,166783,2020-12-31,0,9977051,59.8,10484527,62.9,416571,416571,0,0,0,8555710,0,0,696.7,0,0
1615,In Compliance,northeast seafood,4555 kingston st.,80239,1960,Portfolio Manager,Building,Food Service,Food Service,Commercial,,30500,2020-12-31,0,3633273,119.1,3619663,118.7,798467,798467,0,0,0,908905,0,0,512.5,0,0
5054,In Compliance,6100 W Quincy Ave Bldg Mars,6100 W Quincy Ave,80235,2000,Portfolio Manager,Building,Other - Utility,Other - Utility,Institutional,,664202,2020-12-31,0,35223929,53,35780315,53.9,9157284,9157282,0,0,0,3979278,0,0,5535.9,0,0
2890,In Compliance,Sewall Child Development Center,940 Fillmore St,80206,1924,Portfolio Manager,Building,Pre-school/Daycare,Pre-school/Daycare,Institutional,,44000,2020-12-31,0,2390307,54.3,2495960,56.7,86595,86595,0,0,0,2094844,0,0,161.6,0,0
2815,In Compliance,South Target Village,2125 S. Sheridan Blvd.,80227,1974,Portfolio Manager,Building,Other - Mall,Other - Mall,Commercial,,29000,2020-12-31,0,2923650,100.8,3058335,105.5,243084,243084,0,0,0,2094249,0,0,252.6,0,0
1241,In Compliance,4940-4950 PARIS,4940 Paris St,80239,1984,Portfolio Manager,Building,Other - Services,Other - Services,Commercial,,25290,2020-12-31,0,1439009,56.9,1486532,58.8,106553,106553,0,0,0,1075451,0,0,119.1,0,0
5689,In Compliance,237003,4301 E Colfax Ave,802200000,1964,Portfolio Manager,Building,Other - Technology/Science,Other - Technology/Science,,,123953,2020-12-31,0,13937226,112.4,13918409,112.3,3580172,3580172,0,0,0,1721679,0,0,2173.2,0,0
4016,In Compliance,Big Bear Ice Arena,8580 E LOWRY BLVD,80230,1956,Portfolio Manager,Building,Ice/Curling Rink,Ice/Curling Rink,Commercial,,100000,2020-12-31,0,6430053,64.3,6546461,65.5,961158,961158,0,0,0,3150583,0,0,726.2,0,0
3537,In Compliance,Sam's Club #6632,505 S Broadway,80209,2002,Portfolio Manager,Building,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Commercial,,114059,2020-12-31,25,13853097,121.5,14247485,124.9,2485960,2485960,0,0,0,5371001,0,0,1730.8,0,0
2205,In Compliance,2800 Walnut,2800 Walnut Street,80205,1974,Portfolio Manager,Building,Other - Mall,Other - Mall,Commercial,,48374,2020-12-31,0,2216521,45.8,2300984,47.6,170082,170082,0,0,0,1636200,0,0,185.8,0,0
4530,In Compliance,ALD Plaza,6265 E Evans Ave,80222,1959,Portfolio Manager,Building,Other - Mall,Other - Mall,Commercial,,29614,2020-12-31,49,2393043,80.8,2498119,84.4,308451,308451,0,0,0,1340607,0,0,250.6,0,0
5252,In Compliance,1792 Wynkoop Lofts Condominium Association,1792 Wynkoop Street,80202,1905,Portfolio Manager,Building,Restaurant,Restaurant,Multi-family Condominium,,63095,2020-12-31,0,4703265,74.5,4716366,74.8,606132,606132,0,0,0,132400,2502743,0,525.6,0,0
2538,In Compliance,Denver FGA/GLI Maintenance (830011),2450 Curtis Street,80205,1953,Portfolio Manager,Building,Transportation Terminal/Station,Transportation Terminal/Station,Commercial,,34252,2020-12-31,0,6662524,194.5,6926094,202.2,322428,322428,0,0,0,5562400,0,0,482.9,0,0
3302,In Compliance,500 Quivas 5326660320,500 Quivas Street,80204,1963,Portfolio Manager,Building,Refrigerated Warehouse,Refrigerated Warehouse,Commercial,,96633,2020-12-31,50,5348505,55.3,5385621,55.7,1242285,1242285,0,0,0,1109827,0,0,781.3,0,0
2030,In Compliance,Fox Facility,570 West 44th Avenue,80216,1995,Portfolio Manager,Building,Prison/Incarceration,Prison/Incarceration,Commercial,,33070,2020-12-31,0,2761981,83.5,2785173,84.2,338701,338701,0,0,0,1606332,0,0,282.3,0,0
2365,In Compliance,Familystar Montessori School,2246 Federal Blvd,80211,1995,Portfolio Manager,Building,Other - Education,Other - Education,Commercial,,38846,2020-12-31,0,1112099,28.6,1132032,29.1,167796,167796,0,0,0,539580,0,0,126.2,0,0
1247,In Compliance,Colorado Correctional Industries - Oakland,4999 Oakland St,80239-2719,1934,Portfolio Manager,Building,Prison/Incarceration,Prison/Incarceration,Commercial,State,50050,2020-12-31,0,2174084,43.4,2247934,44.9,248993,248993,0,0,0,1324520,0,0,215.1,0,0
2293,In Compliance,Highland Masonic Temple,3550 Federal Blvd.,80211,1927,Portfolio Manager,Building,Social/Meeting Hall,Social/Meeting Hall,Commercial,,32775,2020-12-31,0,1592126,48.6,1647145,50.3,4658,4658,0,0,0,1576233,0,0,86.4,0,0
1969,In Compliance,Main Building,4159 Lowell Boulevard,80211,1903,Portfolio Manager,Building,RESIDENTIAL CARE FACILITY,RESIDENTIAL CARE FACILITY,Institutional,,79192,2020-12-31,0,6375855,80.5,6576499,83,257967,257967,0,0,0,5495670,0,0,441.9,0,0
5723,In Compliance,Colorado Center Retail,1980-2000 South Colorado Boulevard,80222,1986,Portfolio Manager,Building,Enclosed Mall,Enclosed Mall,Commercial,,121133,2020-12-31,0,13322585,110,13358135,110.3,3815226,3815226,0,0,0,305033,0,0,2234.6,0,0
2468,In Compliance,Annex,"700A Water st,",80211,2016,Portfolio Manager,Building,Aquarium,Aquarium,Institutional,,45000,2020-12-31,0,7898217,175.5,8116909,180.4,615579,615579,0,0,0,5797860,0,0,665.9,0,0
2366,In Compliance,Children's Museum of Denver at Marsico Campus,2121 Children's Museum Dr,80211,1984,Portfolio Manager,Building,MUSEUM,MUSEUM,Commercial,,43339,2020-12-31,0,3557559,82.1,3601136,83.1,560966,560966,0,0,0,1643544,0,0,413.5,0,0
5283,In Compliance,Step Denver,2029 Larimer Street,80205,1960,Portfolio Manager,Building,RESIDENTIAL CARE FACILITY,RESIDENTIAL CARE FACILITY,Institutional,,30000,2020-12-31,0,895618,29.9,917216,30.6,90677,90677,0,0,0,586229,0,0,83.9,0,0
1734,In Compliance,Denver Rec & Diag Cntr,10900 Smith Rd,80239,1990,Portfolio Manager,Building,Prison/Incarceration,Prison/Incarceration,Institutional,State,346178,2020-12-31,0,45118346,130.3,46703051,134.9,5015621,5015620,0,0,0,28005048,0,0,4403.8,0,0
2994,In Compliance,CUofCO Denver,1390 Logan,80203,1965,Portfolio Manager,Building,Financial Office,Financial Office,Commercial,,54512,2020-12-31,47,5643563,103.5,5783974,106.1,829314,829313,0,0,0,2813945,0,0,631.7,0,0
1677,In Compliance,12275 E 45th Ave llc,12275 East 45th Avenue,80239,2005,Portfolio Manager,Building,Other - Services,Other - Services,Commercial,,27584,2020-12-31,0,1328204,48.2,1377397,49.9,104200,104200,0,0,0,972674,0,0,112.3,0,0
1436,In Compliance,7005 E 46TH AVENUE DRIVE,7005 E 46TH AVENUE DRIVE,80216,1996,Portfolio Manager,Building,Refrigerated Warehouse,Refrigerated Warehouse,Commercial,,36828,2020-12-31,0,2717923,73.8,2744098,74.5,518579,518579,0,0,0,948531,0,0,351.9,0,0
5449,Not Submitted,DaVita Dialysis and Planet Fitness,4810 N Chambers Rd,80239,1984,Portfolio Manager,Building,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,Commercial,,76050,2020-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,In Compliance,Vasa Fitness #2814,1955 S Sheridan BLVD,80227,2011,Portfolio Manager,Building,"Personal Services (Health/Beauty, Dry Cleaning, etc.)","Personal Services (Health/Beauty, Dry Cleaning, etc.)",Commercial,,60660,2020-12-31,0,4013338,66.2,4172713,68.8,518949,518949,0,0,0,2242684,0,0,420.9,0,0
4571,Not Submitted,Freeway Ford Sales,4471 E Evans ave,80222,1988,Portfolio Manager,Building,AUTOMOBILE DEALERSHIP,AUTOMOBILE DEALERSHIP,Commercial,,35059,2020-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,In Compliance,Empower Field at Mile High,1701 Bryant St.,80204,2001,Portfolio Manager,Building,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,Commercial,,1800000,2020-12-31,0,70028843,38.9,71539037,39.7,15956870,15956869,0,0,0,15584001,0,0,10106,0,0
1860,In Compliance,Lipman Colorado LLC,5105 Cook st,80216,1981,Portfolio Manager,Building,Refrigerated Warehouse,Refrigerated Warehouse,Commercial,,30000,2020-12-31,52,3196998,106.6,3228023,107.6,513656,513656,0,0,0,1444403,0,0,375.4,0,0
5966,In Compliance,The Park of Woodstream Village,2770 S Elmira Street,80231,1974,Portfolio Manager,Building,Multi-family Condominium,,Multi-family Condominium,,125117,2020-12-31,100,1589915,12.7,1540655,12.3,451513,451513,0,0,0,49354,0,0,265.2,0,0
3598,In Compliance,Owen,3480 W. Kentucky Ave,80219,1975,Portfolio Manager,Building,Other - Education,Other - Education,Commercial,,27789,2020-12-31,0,2108349,75.9,2278084,82,111143,111143,0,0,0,1729129,0,0,156.5,0,0
5690,In Compliance,235003,725 S Pennsylvania St,802094134,1968,Portfolio Manager,Building,Other - Technology/Science,Other - Technology/Science,,,61122,2020-12-31,0,9517670,155.7,9387796,153.6,2692205,2692205,0,0,0,331866,0,0,1583,0,0
3868,In Compliance,Bear Valley Shopping Center,3100 S Sheridan Boulevard,80236,1966,Portfolio Manager,Building,Other - Mall,Other - Mall,Commercial,,347743,2020-12-31,0,28282480,81.3,28948052,83.2,5630646,5630646,0,0,0,9070715,0,0,3755.8,0,0
3986,In Compliance,Colorado Plaza,700-730 N. Colorado Blvd,80206,1994,Portfolio Manager,Building,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,Commercial,,26766,2020-12-31,0,5191682,194,5235051,195.6,666136,666136,0,0,0,2918825,0,0,542.4,0,0
2799,In Compliance,St. Paul Health Center,1667 St. Paul St.,80206,1964,Portfolio Manager,Building,RESIDENTIAL CARE FACILITY,RESIDENTIAL CARE FACILITY,Institutional,,69721,2020-12-31,0,9403117,134.9,9576385,137.4,981277,981277,0,0,0,6055000,0,0,892.2,0,0
1836,In Compliance,8797 MontView Boulevard LLC,2400 Central Park Blvd,80238,1970,Portfolio Manager,Building,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,Commercial,,85658,2020-12-31,0,2665756,31.1,2739324,32,376342,376342,0,0,0,1381678,0,0,292.2,0,0
4954,In Compliance,Tennis Building Denver Benchmark #4954,6255 W Quincy Ave,80235-3010,1985,Portfolio Manager,Building,Other - Recreation,Other - Recreation,Commercial,,34024,2020-12-31,0,697133,20.5,747103,22,204318,204318,0,0,0,0,0,0,118.8,0,0
2772,In Compliance,Denver,1920 High Street,80218,2000,Portfolio Manager,Building,Other - Specialty Hospital,Other - Specialty Hospital,Institutional,,64421,2020-12-31,0,6223601,96.6,6279276,97.5,1131771,1131770,0,0,0,2362000,0,0,783.5,0,0
1987,In Compliance,W47,1280 West 47th Avenue,80211,1974,Portfolio Manager,Building,Refrigerated Warehouse,Refrigerated Warehouse,Commercial,,85780,2020-12-31,75,3072564,35.8,3064175,35.7,776722,776722,0,0,0,422388,0,0,474.1,0,0
3660,In Compliance,C. M. CLARK - 1207,1207 S PLATTE RIVER DRIVE,80223,1958,Portfolio Manager,Building,AUTOMOBILE DEALERSHIP,AUTOMOBILE DEALERSHIP,Commercial,,42500,2020-12-31,0,3630831,85.4,3932116,92.5,254866,254866,0,0,0,2761228,0,0,294.9,0,0
4019,In Compliance,Eating Recovery Center,98 Spruce St.,80230,2013,Portfolio Manager,Building,RESIDENTIAL CARE FACILITY,RESIDENTIAL CARE FACILITY,Institutional,,34000,2020-12-31,0,5782894,170.1,5837659,171.7,624928,624928,0,0,0,3650638,0,0,557.3,0,0
2430,In Compliance,Denver Union Station Bus Depot,1700 Wewatta Street,80202,2014,Portfolio Manager,Building,Transportation Terminal/Station,Transportation Terminal/Station,Institutional,,33600,2020-12-31,0,16553751,492.7,16880078,502.4,2280188,2280188,0,0,0,0,8773751,0,1908.4,0,0
5241,In Compliance,Presbyterian St. Luke's MC,1719 E. 19TH AVENUE,80218,1992,Portfolio Manager,Building,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),Commercial,,891611,2020-12-31,62,214080300,240.1,216750967,243.1,28009560,28009559,0,0,0,118511672,0,0,22581.1,0,0
5025,In Compliance,Walmart Supercenter #1308,7700 W Quincy Ave,80123,2011,Portfolio Manager,Building,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Commercial,,124887,2020-12-31,81,9712041,77.8,9874435,79.1,2102591,2102591,0,0,0,2538000,0,0,1357.4,0,0
4376,In Compliance,Staenberg-Loup Jewish Community Center of Denver,350 S Dahlia St,80246,1974,Portfolio Manager,Building,Pre-school/Daycare,Pre-school/Daycare,Commercial,,128586,2020-12-31,0,14409481,112.1,14760834,114.8,959509,959508,0,0,0,11135638,0,0,1149.4,0,0
2347,In Compliance,Colo Christian,2950 Tennyson St.,80212,1995,Portfolio Manager,Building,RESIDENTIAL CARE FACILITY,RESIDENTIAL CARE FACILITY,Institutional,,97213,2020-12-31,0,4974209,51.2,5022116,51.7,969134,969134,0,0,0,1667525,0,0,652.1,0,0
2125,In Compliance,"Hope Center, Inc.",3400 Elizabeth St.,80205,1954,Portfolio Manager,Building,Pre-school/Daycare,Pre-school/Daycare,Institutional,,26000,2020-12-31,0,1605002,61.7,1651153,63.5,128110,128110,0,0,0,1167892,0,0,136.5,0,0
2736,In Compliance,Denver North Care Center,2201 Downing st,80205,1974,Portfolio Manager,Building,RESIDENTIAL CARE FACILITY,RESIDENTIAL CARE FACILITY,Institutional,,26000,2020-12-31,0,3632869,139.7,3700199,142.3,289821,289821,0,0,0,2644000,0,0,309,0,0
1220,In Compliance,Denver 4,10660 E. 51st Avenue,80239,1972,Portfolio Manager,Building,Refrigerated Warehouse,Refrigerated Warehouse,Industrial,,52915,2020-12-31,85,1769997,33.4,1737548,32.8,335433,335433,0,0,0,625500,0,0,228.3,0,0
4993,Not Submitted,EMPIRE LITTLETON NISSAN,5067 S WADSWORTH BLVD,80123,2007,Portfolio Manager,Building,AUTOMOBILE DEALERSHIP,AUTOMOBILE DEALERSHIP,Commercial,,40203,2020-12-31,0,3873788,96.4,4079466,101.5,601058,601058,0,0,0,1822979,0,0,446.3,0,0
4693,In Compliance,Larry H Miller Dodge Ram Havana,2727 S. Havana Street,80014,1976,Portfolio Manager,Building,AUTOMOBILE DEALERSHIP,AUTOMOBILE DEALERSHIP,Commercial,,41430,2020-12-31,0,6228691,150.3,6440894,155.5,618901,618901,0,0,0,4117000,0,0,578.5,0,0
4788,In Compliance,CONTINENTAL 6,3635 S MONACO BLVD,80237,2006,Portfolio Manager,Building,MOVIE THEATER,MOVIE THEATER,Commercial,,42180,2020-12-31,0,3756606,89.1,3893370,92.3,799269,799269,0,0,0,1029500,0,0,519.4,0,0
3237,In Compliance,CO Talking Book Library BLDG,180 Sheridan Blvd,80226,2000,Portfolio Manager,Building,ADULT EDUCATION,ADULT EDUCATION,Institutional,State,54138,2020-12-31,0,893932,16.5,908784,16.8,130939,130939,0,0,0,447169,0,0,99.9,0,0
2548,In Compliance,The Salvation Army Harbor Light Center,2136 Champa St,80205,1987,Portfolio Manager,Building,Other - Lodging/Residential,Other - Lodging/Residential,Institutional,,58821,2020-12-31,0,2892620,49.2,2922101,49.7,532008,532008,0,0,0,1077407,0,0,366.6,0,0
2158,In Compliance,KAYMART HOLDING LLC,3500 Walnut Street,80205,1945,Portfolio Manager,Building,Social/Meeting Hall,Social/Meeting Hall,Commercial,,34375,2020-12-31,0,1764453,51.3,1831979,53.3,92608,92608,0,0,0,1448475,0,0,130.8,0,0
3790,In Compliance,Newman Performing Arts,2344 E. ILIFF AVE.,80210,2002,Portfolio Manager,Building,PERFORMING ARTS,PERFORMING ARTS,Institutional,,181298,2020-12-31,0,11883534,65.5,12652825,69.8,1555370,1555369,0,0,0,6576613,0,0,1253.7,0,0
3020,In Compliance,CLYFFORD STILL MUSEUM,1250 BANNOCK STREET,80204,2011,Portfolio Manager,Building,MUSEUM,MUSEUM,Commercial,,27500,2020-12-31,0,874302,31.8,881864,32.1,256243,256243,0,0,0,0,0,0,149,0,0
5651,In Compliance,Griffis North Union (gr002),2975 Huron St,80202,2017,Portfolio Manager,Building,Not Available,Not Available,Multi-Family,,253080,2020-12-31,88,10443131,41.3,10426248,41.2,2857836,2857836,0,0,0,692194,0,0,1698.5,0,0
4337,In Compliance,Berkley Manor Care,735 South Locust Street,80224,1976,Portfolio Manager,Building,RESIDENTIAL CARE FACILITY,RESIDENTIAL CARE FACILITY,Institutional,,48500,2020-12-31,0,5472080,112.8,5472080,112.8,545745,545744,0,0,0,3610000,0,0,509.1,0,0
6098,In Compliance,Eating Recovery Center,8199 E. 1st. Ave.,80230,2019,Portfolio Manager,Building,Other - Specialty Hospital,Other - Specialty Hospital,COMMERCIAL - MEDICAL BUILDING,,64363,2020-12-31,0,10073934,156.5,10113086,157.1,2472167,2472166,0,0,0,1638901,0,0,1524.5,0,0
2193,In Compliance,3201 Walnut St,3201 Walnut St,80205,1947,Portfolio Manager,Building,Fitness Center/Health Club/Gym,Fitness Center/Health Club/Gym,Commercial,,48301,2020-12-31,0,3485411,72.2,3557766,73.7,421807,421807,0,0,0,2046207,0,0,353.9,0,0
5589,Not Submitted,History Colorado Center,1200 N Broadway,80203,2011,Portfolio Manager,Building,MUSEUM,MUSEUM,Institutional,State,175967,2020-12-31,0,5639678,32,5639678,32,1652895,1652895,0,0,0,0,0,0,961.1,0,0
4507,In Compliance,Denver Dumb Friends League,2080 S. Quebec St.,80231,1974,Portfolio Manager,Building,Other - Public Services,Other - Public Services,Commercial,,110000,2020-12-31,0,20185488,183.5,20812082,189.2,2205384,2205383,0,0,0,12660719,0,0,1954.8,0,0
6065,In Compliance,Kirkland Museum of Fine and Decorative Art,1201 Bannock St.,80204-3630,2017,Portfolio Manager,Building,MUSEUM,MUSEUM,,,36106,2020-12-31,0,2579341,71.4,2631918,72.9,609760,609760,0,0,0,498840,0,0,381,0,0
3295,In Compliance,XE #3295,1123 W. 3rd Ave,80223,1998,Portfolio Manager,Building,Other - Utility,Other - Utility,Commercial,,121141,2020-12-31,0,49944503,412.3,55596414,458.9,20391,20391,0,0,0,49874931,0,0,2661,0,0
2279,Not Submitted,The Spearly Center,2205 w 29th ave,80211,1962,Portfolio Manager,Building,RESIDENTIAL CARE FACILITY,RESIDENTIAL CARE FACILITY,Institutional,,32827,2020-12-31,0,0,0,0,0,0,0,0,0,0,502213,0,0,0,0,0
1606,In Compliance,Lincoln Tech,11194 E 45th Ave,80239,2010,Portfolio Manager,Building,VOCATIONAL SCHOOL,VOCATIONAL SCHOOL,Institutional,,195000,2020-12-31,0,10550427,54.1,10686454,54.8,2255881,2255881,0,0,0,2853361,0,0,1463.3,0,0
1521,In Compliance,MHC Kenworth,7007 Sandown Road,80216-0043,1999,Portfolio Manager,Building,AUTOMOBILE DEALERSHIP,AUTOMOBILE DEALERSHIP,Commercial,,131616,2020-12-31,0,10285451,78.1,10420006,79.2,1991351,1991351,0,0,0,3490960,0,0,1343.3,0,0
4807,In Compliance,Parliament Building #6,4369 S. Quebec,80237,1986,Portfolio Manager,Building,Not Available,Not Available,Multi-Family,,193725,2020-12-31,53,8098239,41.8,8292161,42.8,1313569,1313569,0,0,0,3616343,0,0,955.9,0,0
1163,In Compliance,233968,11780 E 53RD AVE,802392308,1989,Portfolio Manager,Building,Other - Technology/Science,Other - Technology/Science,Commercial,,115009,2020-12-31,0,8370065,72.8,8593584,74.7,821325,821325,0,0,0,5567706,0,0,773.3,0,0
2445,In Compliance,Museum of Contemporary Art Denver,1485 Delgany Street,80202,2007,Portfolio Manager,Building,MUSEUM,MUSEUM,Commercial,,25961,2020-12-31,0,3118325,120.1,3193124,123,317173,317173,0,0,0,2036131,0,0,292.6,0,0
5885,Not Submitted,9th & Colorado,1000 Colorado Blvd,80220,1990,Portfolio Manager,Building,Parking,Parking,Commercial,,25893,2020-12-31,0,3124768,120.7,3188484,123.1,915817,915817,0,0,0,0,0,0,532.5,0,0
2561,In Compliance,CO0061ZZ-ALFRED A. ARRAJ COURTHOUSE,901 19TH STREET,80294,2003,Portfolio Manager,Building,Courthouse,Courthouse,Institutional,Federal,296283,2020-12-31,71,20229735,68.8,0,0,2491832,2491831,0,0,0,0,8182482,3513432,0,0,0
2595,In Compliance,Stephen Chavez,1600 California St.,80202,1989,Portfolio Manager,Building,Other - Mall,Other - Mall,Commercial,,42890,2020-12-31,0,7236812,168.7,7269113,169.5,1488836,1488836,0,0,0,2156903,0,0,980.3,0,0
4364,In Compliance,"Antero Retail Group, LLC",7150 Leetsdale Drive,80224,1992,Portfolio Manager,Building,Other - Mall,Other - Mall,Commercial,,118128,2020-12-31,0,15648675,132.5,16033275,135.7,1918193,1918193,0,0,0,9103801,0,0,1598.9,0,0
3191,In Compliance,Colorado Ballet,1075 Santa Fe Dr,80204,1916,Portfolio Manager,Building,PERFORMING ARTS,PERFORMING ARTS,Commercial,,30000,2020-12-31,0,1291088,43,1322667,44.1,186226,186226,0,0,0,655685,0,0,143.1,0,0
